Company,TypeName,Ram,Gpu,OpSys,Weight,Price,IPS,Touchscreen,4k,PPI,cpu_brand,HDD,SSD
DELL,Ultrabook,8,Intel,Windows,1.26,91288.3536,No,Yes,No,176.23257360658386,Intel Core i5,0,256
DELL,2 in 1 Convertible,4,Intel,Windows,2.08,27119.52,No,Yes,No,146.86047800548656,Intel Core i3,500,0
ASUS,Notebook,4,Intel,Windows,2.65,16463.52,No,No,No,100.45466986113651,Others,10,0
DELL,Ultrabook,8,Intel,Windows,1.29,78694.56,No,Yes,No,276.053530085501,Intel Core i7,0,256
DELL,Notebook,4,Intel,Linux,2.18,27804.7008,No,No,No,100.45466986113651,Intel Core i5,10,0
LENOVO,Gaming,16,Nvidia,Windows,2.6,54825.12,Yes,Yes,No,141.21199808219862,Intel Core i7,10,128
MSI,Gaming,8,Nvidia,Windows,2.2,61218.72,No,No,No,141.21199808219862,Intel Core i7,10,128
LENOVO,Netbook,16,Intel,Windows,1.3,87912.0,Yes,Yes,No,176.23257360658386,Intel Core i7,0,512
RAZER,Gaming,16,Nvidia,Windows,1.95,186426.72,No,No,No,157.3505121487356,Intel Core i7,0,10
DELL,Notebook,8,Intel,Windows,2.3,24988.8528,No,Yes,No,100.45466986113651,Intel Core i3,10,0
MSI,Gaming,16,Nvidia,Windows,2.7,85141.44,No,No,No,127.33567457123111,Intel Core i7,10,256
APPLE,Ultrabook,4,Intel,Mac,1.08,51095.52,No,No,No,135.0942111925629,Intel Core i5,0,0
HP,Notebook,4,Intel,Windows,2.1,25467.84,No,No,No,141.21199808219862,Intel Core i3,10,0
HP,Ultrabook,8,Intel,Windows,1.54,117119.5632,No,No,No,209.8006828649808,Intel Core i7,0,256
DELL,Notebook,4,Intel,Windows,2.24,39267.36,No,No,No,100.45466986113651,Intel Core i5,500,0
MSI,Gaming,8,Nvidia,Windows,2.3,62284.32,No,No,No,141.21199808219862,Intel Core i7,10,128
LENOVO,Notebook,16,Intel,Windows,1.4,79866.72,Yes,No,No,165.6321180513006,Intel Core i7,0,512
LENOVO,Notebook,6,AMD,Windows,2.2,31838.5296,No,No,No,141.21199808219862,AMD,0,256
ASUS,Ultrabook,8,Intel,Windows,1.45,68198.4,No,No,No,165.6321180513006,Intel Core i7,0,256
ACER,Notebook,4,Intel,Linux,2.4,19276.704,No,No,No,100.45466986113651,Intel Core i3,500,0
DELL,2 in 1 Convertible,16,Nvidia,Windows,2.77,95850.72,No,Yes,No,127.33567457123111,Intel Core i7,0,512
HP,Notebook,4,Intel,Windows,1.54,58607.46719999999,No,No,No,157.3505121487356,Intel Core i5,0,256
ASUS,Gaming,16,Nvidia,Windows,2.5,85248.0,Yes,No,No,141.21199808219862,Intel Core i7,10,256
DELL,Notebook,4,Intel,Windows,1.6,46620.0,No,No,No,111.93520355955211,Intel Core i5,500,0
ASUS,Gaming,16,Nvidia,Windows,2.34,123876.0,Yes,No,No,141.21199808219862,Intel Core i7,10,256
LENOVO,Notebook,8,Intel,No OS,2.3,30529.44,Yes,No,No,141.21199808219862,Intel Core i5,0,256
DELL,2 in 1 Convertible,8,Intel,Windows,1.24,96596.64,No,Yes,No,276.053530085501,Intel Core i5,0,256
DELL,Notebook,4,Intel,Linux,2.2,17262.72,No,No,No,100.45466986113651,Others,500,0
HP,Notebook,4,AMD,Windows,1.86,21258.72,No,No,No,100.45466986113651,AMD,500,0
LENOVO,Notebook,6,Nvidia,Windows,2.4,30316.32,No,No,No,141.21199808219862,Intel Core i3,0,128
LENOVO,Notebook,8,Intel,Windows,1.9,57116.16,Yes,No,No,157.3505121487356,Intel Core i5,0,256
DELL,Notebook,4,Intel,Windows,2.2,23655.7872,No,No,No,100.45466986113651,Others,500,0
ASUS,Notebook,4,Intel,Windows,2.0,18061.92,No,No,No,100.45466986113651,Intel Celeron,10,0
ASUS,Gaming,16,Nvidia,Windows,4.0,101232.0,Yes,No,No,127.33567457123111,Intel Core i7,10,128
DELL,Notebook,4,Intel,Windows,2.29,26107.2,No,No,No,100.45466986113651,Intel Core i3,500,0
LENOVO,Notebook,8,AMD,Windows,2.32,47685.6,No,No,No,141.21199808219862,Intel Core i7,0,0
MSI,Gaming,8,Nvidia,Windows,2.4,65481.12,No,No,No,141.21199808219862,Intel Core i7,10,128
LENOVO,2 in 1 Convertible,4,Intel,Windows,1.8,44382.7728,No,Yes,No,157.3505121487356,Intel Core i5,0,128
ASUS,Ultrabook,8,Intel,Windows,1.2,38841.12,Yes,No,No,165.6321180513006,Others,0,512
DELL,Notebook,6,Intel,Windows,2.3,24455.52,No,No,No,100.45466986113651,Intel Core i3,10,0
ACER,Notebook,4,Intel,Linux,2.4,15397.92,No,No,No,100.45466986113651,Intel Celeron,500,0
DELL,Notebook,2,Intel,Windows,2.2,20193.12,No,No,No,100.45466986113651,Intel Celeron,500,0
LENOVO,Notebook,8,Nvidia,Windows,2.6,47898.72,Yes,No,No,141.21199808219862,Intel Core i7,10,0
HP,Notebook,6,AMD,Windows,2.04,29303.4672,No,No,No,141.21199808219862,AMD,0,0
DELL,Notebook,8,AMD,Linux,2.3,42943.1472,No,No,No,100.45466986113651,Intel Core i7,10,0
HP,Netbook,2,Intel,Windows,1.17,11135.52,No,No,No,135.0942111925629,Intel Celeron,0,0
ASUS,Notebook,4,Nvidia,Windows,2.2,38378.6496,No,No,No,100.45466986113651,Intel Core i7,500,0
LENOVO,2 in 1 Convertible,4,Intel,Windows,1.8,33992.64,Yes,Yes,No,157.3505121487356,Intel Core i7,0,128
LENOVO,2 in 1 Convertible,16,Intel,Windows,1.3,79866.72,Yes,Yes,No,276.053530085501,Intel Core i7,0,512
LENOVO,Notebook,2,Intel,Windows,1.5,12201.12,No,No,No,111.93520355955211,Intel Celeron,0,0
HP,Notebook,6,AMD,Windows,2.19,40705.92,No,No,No,100.45466986113651,Intel Core i7,10,0
ASUS,Notebook,4,Intel,Windows,2.2,19660.32,No,No,No,100.45466986113651,Intel Celeron,500,0
ASUS,Ultrabook,8,Intel,Windows,1.2,38841.12,Yes,No,No,165.6321180513006,Others,0,512
DELL,Notebook,6,Intel,Windows,2.3,24455.52,No,No,No,100.45466986113651,Intel Core i3,10,0
ACER,Notebook,4,Intel,Linux,2.4,15397.92,No,No,No,100.45466986113651,Intel Celeron,500,0
DELL,Notebook,2,Intel,Windows,2.2,20193.12,No,No,No,100.45466986113651,Intel Celeron,500,0
LENOVO,Notebook,8,Nvidia,Windows,2.6,47898.72,Yes,No,No,141.21199808219862,Intel Core i7,10,0
HP,Notebook,6,AMD,Windows,2.04,29303.4672,No,No,No,141.21199808219862,AMD,0,0
DELL,Notebook,8,AMD,Linux,2.3,42943.1472,No,No,No,100.45466986113651,Intel Core i7,10,0
HP,Netbook,2,Intel,Windows,1.17,11135.52,No,No,No,135.0942111925629,Intel Celeron,0,0
ASUS,Notebook,4,Nvidia,Windows,2.2,38378.6496,No,No,No,100.45466986113651,Intel Core i7,500,0
LENOVO,2 in 1 Convertible,4,Intel,Windows,1.8,33992.64,Yes,Yes,No,157.3505121487356,Intel Core i7,0,128
LENOVO,2 in 1 Convertible,16,Intel,Windows,1.3,79866.72,Yes,Yes,No,276.053530085501,Intel Core i7,0,512
LENOVO,Notebook,2,Intel,Windows,1.5,12201.12,No,No,No,111.93520355955211,Intel Celeron,0,0
HP,Notebook,6,AMD,Windows,2.19,40705.92,No,No,No,100.45466986113651,Intel Core i7,10,0
ASUS,Notebook,4,Intel,Windows,2.2,19660.32,No,No,No,100.45466986113651,Intel Celeron,500,0
ASUS,Ultrabook,8,Intel,Windows,1.2,38841.12,Yes,No,No,165.6321180513006,Others,0,512
DELL,Notebook,6,Intel,Windows,2.3,24455.52,No,No,No,100.45466986113651,Intel Core i3,10,0
ACER,Notebook,4,Intel,Linux,2.4,15397.92,No,No,No,100.45466986113651,Intel Celeron,500,0
DELL,Notebook,2,Intel,Windows,2.2,20193.12,No,No,No,100.45466986113651,Intel Celeron,500,0
LENOVO,Notebook,8,Nvidia,Windows,2.6,47898.72,Yes,No,No,141.21199808219862,Intel Core i7,10,0
HP,Notebook,6,AMD,Windows,2.04,29303.4672,No,No,No,141.21199808219862,AMD,0,0
DELL,Notebook,8,AMD,Linux,2.3,42943.1472,No,No,No,100.45466986113651,Intel Core i7,10,0
HP,Netbook,2,Intel,Windows,1.17,11135.52,No,No,No,135.0942111925629,Intel Celeron,0,0
ASUS,Notebook,4,Nvidia,Windows,2.2,38378.6496,No,No,No,100.45466986113651,Intel Core i7,500,0
LENOVO,2 in 1 Convertible,4,Intel,Windows,1.8,33992.64,Yes,Yes,No,157.3505121487356,Intel Core i7,0,128
LENOVO,2 in 1 Convertible,16,Intel,Windows,1.3,79866.72,Yes,Yes,No,276.053530085501,Intel Core i7,0,512
LENOVO,Notebook,2,Intel,Windows,1.5,12201.12,No,No,No,111.93520355955211,Intel Celeron,0,0
HP,Notebook,6,AMD,Windows,2.19,40705.92,No,No,No,100.45466986113651,Intel Core i7,10,0
ASUS,Notebook,4,Intel,Windows,2.2,19660.32,No,No,No,100.45466986113651,Intel Celeron,500,0
